gene_id,gene_name,gene_type,unstranded,stranded_first,stranded_second,tpm_unstranded,fpkm_unstranded,fpkm_uq_unstranded
ENSG00000179044.16,EXOC3L1,protein_coding,632,331,301,13.6901,4.1492,4.2011
ENSG00000179046.8,TRIML2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179051.14,RCC2,protein_coding,8652,5971,5904,139.9067,42.4035,42.9339
ENSG00000179055.7,OR13D1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179057.14,IGSF22,protein_coding,102,152,160,1.3918,0.4218,0.4271
ENSG00000179059.10,ZFP42,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179071.5,CCDC89,protein_coding,9,5,4,0.2528,0.0766,0.0776
ENSG00000179083.6,FAM133A,protein_coding,1,1,0,0.0195,0.0059,0.006
ENSG00000179085.8,DPM3,protein_coding,969,492,477,102.7565,31.1438,31.5334
ENSG00000179091.5,CYC1,protein_coding,18684,9516,9172,627.8058,190.2779,192.658
ENSG00000179094.16,PER1,protein_coding,549,277,272,5.1716,1.5674,1.587
ENSG00000179097.6,HTR1F,protein_coding,2,0,2,0.0372,0.0113,0.0114
ENSG00000179104.9,TMTC2,protein_coding,949,484,466,7.5208,2.2794,2.3079
ENSG00000179111.9,HES7,protein_coding,0,0,1,0.0,0.0,0.0
ENSG00000179115.11,FARSA,protein_coding,9126,4875,4804,247.3066,74.9547,75.8922
ENSG00000179119.15,SPTY2D1,protein_coding,1430,898,794,15.9894,4.8461,4.9068
ENSG00000179134.15,SAMD4B,protein_coding,2623,1334,1364,21.4734,6.5082,6.5897
ENSG00000179142.2,CYP11B2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179144.5,GIMAP7,protein_coding,235,103,132,12.7681,3.8698,3.9182
ENSG00000179148.10,ALOXE3,protein_coding,4,3,1,0.0702,0.0213,0.0215
ENSG00000179151.13,EDC3,protein_coding,915,555,522,11.8594,3.5944,3.6394
ENSG00000179163.12,FUCA1,protein_coding,5130,2605,2526,165.6246,50.1981,50.8261
ENSG00000179165.11,PXT1,protein_coding,2,3,0,0.0636,0.0193,0.0195
ENSG00000179168.15,GGN,protein_coding,3,3,0,0.0809,0.0245,0.0248
ENSG00000179172.10,HNRNPCL1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179178.11,TMEM125,protein_coding,2670,1388,1302,82.3719,24.9656,25.2779
ENSG00000179195.16,ZNF664,protein_coding,9947,4979,4972,103.4853,31.3647,31.7571
ENSG00000179218.14,CALR,protein_coding,52419,31918,30986,1273.9566,386.1158,390.9457
ENSG00000179222.18,MAGED1,protein_coding,4108,2036,2072,45.0625,13.6577,13.8286
ENSG00000179240.13,GVQW3,protein_coding,1576,771,808,5.1692,1.5667,1.5863
ENSG00000179241.13,LDLRAD3,protein_coding,747,373,375,10.7697,3.2641,3.305
ENSG00000179242.16,CDH4,protein_coding,22,16,6,0.1931,0.0585,0.0592
ENSG00000179262.10,RAD23A,protein_coding,8671,6842,6976,224.5515,68.058,68.9093
ENSG00000179284.5,DAND5,protein_coding,6,4,2,0.1982,0.0601,0.0608
ENSG00000179292.5,TMEM151A,protein_coding,81,36,46,2.1051,0.638,0.646
ENSG00000179295.18,PTPN11,protein_coding,5532,2860,2673,51.919,15.7358,15.9326
ENSG00000179299.17,NSUN7,protein_coding,165,128,178,1.8449,0.5592,0.5662
ENSG00000179300.4,RTL3,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179304.17,FAM156B,protein_coding,4,4,1,0.0592,0.0179,0.0182
ENSG00000179314.14,WSCD1,protein_coding,244,137,107,2.2553,0.6836,0.6921
ENSG00000179331.3,RAB39A,protein_coding,38,25,13,1.3297,0.403,0.408
ENSG00000179335.18,CLK3,protein_coding,1502,835,831,4.8462,1.4688,1.4872
ENSG00000179348.12,GATA2,protein_coding,531,273,261,7.8267,2.3721,2.4018
ENSG00000179361.18,ARID3B,protein_coding,288,152,136,3.0723,0.9312,0.9428
ENSG00000179363.7,TMEM31,protein_coding,0,1,2,0.0,0.0,0.0
ENSG00000179364.14,PACS2,protein_coding,4512,2231,2295,24.0725,7.296,7.3872
ENSG00000179387.10,ELMOD2,protein_coding,1582,831,751,15.7696,4.7795,4.8393
ENSG00000179388.9,EGR3,protein_coding,205,97,127,2.6866,0.8143,0.8245
ENSG00000179399.15,GPC5,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179403.12,VWA1,protein_coding,6502,3262,3246,84.6727,25.6629,25.9839
ENSG00000179407.3,DNAJB8,protein_coding,0,0,1,0.0,0.0,0.0
ENSG00000179409.11,GEMIN4,protein_coding,1764,910,858,20.2457,6.1362,6.2129
ENSG00000179412.11,HNRNPCL4,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179431.7,FJX1,protein_coding,219,116,103,6.0038,1.8196,1.8424
ENSG00000179454.14,KLHL28,protein_coding,793,425,384,6.4807,1.9642,1.9888
ENSG00000179455.10,MKRN3,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179456.10,ZBTB18,protein_coding,2327,1179,1148,39.2952,11.9098,12.0587
ENSG00000179468.5,OR9A2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179477.11,ALOX12B,protein_coding,1,2,2,0.024,0.0073,0.0074
ENSG00000179520.11,SLC17A8,protein_coding,1,0,1,0.0154,0.0047,0.0047
ENSG00000179526.17,SHARPIN,protein_coding,6022,3414,3588,142.7261,43.258,43.7991
ENSG00000179528.16,LBX2,protein_coding,42,110,105,1.2172,0.3689,0.3735
ENSG00000179542.16,SLITRK4,protein_coding,31,13,18,0.2213,0.0671,0.0679
ENSG00000179546.4,HTR1D,protein_coding,119,53,66,2.7687,0.8391,0.8496
ENSG00000179562.3,GCC1,protein_coding,3128,3385,3250,41.5466,12.5921,12.7496
ENSG00000179580.10,RNF151,protein_coding,1,0,1,0.0674,0.0204,0.0207
ENSG00000179583.19,CIITA,protein_coding,4980,3273,3217,15.8249,4.7963,4.8563
ENSG00000179588.9,ZFPM1,protein_coding,295,141,154,3.1577,0.9571,0.969
ENSG00000179593.16,ALOX15B,protein_coding,23,14,9,0.5038,0.1527,0.1546
ENSG00000179598.6,PLD6,protein_coding,301,203,210,7.7012,2.3341,2.3633
ENSG00000179600.4,GPHB5,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179603.18,GRM8,protein_coding,632,349,351,6.6634,2.0196,2.0448
ENSG00000179604.10,CDC42EP4,protein_coding,3883,1987,1896,52.9501,16.0483,16.2491
ENSG00000179615.3,OR2AP1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179626.4,OR6C4,protein_coding,1,0,1,0.0128,0.0039,0.0039
ENSG00000179627.10,ZBTB42,protein_coding,1192,620,573,21.1524,6.411,6.4911
ENSG00000179632.10,MAF1,protein_coding,11078,6070,5943,302.5659,91.7029,92.85
ENSG00000179639.10,FCER1A,protein_coding,30,17,13,1.6985,0.5148,0.5212
ENSG00000179673.5,RPRML,protein_coding,0,0,1,0.0,0.0,0.0
ENSG00000179674.4,ARL14,protein_coding,47,26,21,2.405,0.7289,0.738
ENSG00000179695.3,OR6C2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179698.14,WDR97,protein_coding,586,324,312,4.3042,1.3045,1.3209
ENSG00000179709.8,NLRP8,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179715.13,PCED1B,protein_coding,246,156,150,6.1979,1.8785,1.902
ENSG00000179743.4,FLJ37453,lncRNA,184,112,103,4.9076,1.4874,1.506
ENSG00000179750.16,APOBEC3B,protein_coding,145,111,73,5.0444,1.5289,1.548
ENSG00000179751.7,SYCN,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179761.12,PIPOX,protein_coding,158,76,82,2.7324,0.8282,0.8385
ENSG00000179772.8,FOXS1,protein_coding,101,55,46,5.1167,1.5508,1.5702
ENSG00000179774.9,ATOH7,protein_coding,5,4,1,0.2171,0.0658,0.0666
ENSG00000179776.19,CDH5,protein_coding,716,344,373,7.7676,2.3542,2.3837
ENSG00000179796.12,LRRC3B,protein_coding,1,0,1,0.0074,0.0022,0.0023
ENSG00000179817.5,MRGPRX4,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179820.16,MYADM,protein_coding,2670,2257,2297,40.9752,12.4189,12.5743
ENSG00000179826.7,MRGPRX3,protein_coding,1,0,1,0.0402,0.0122,0.0123
ENSG00000179832.17,MROH1,protein_coding,9842,5003,4850,59.5406,18.0458,18.2715
ENSG00000179833.4,SERTAD2,protein_coding,1166,600,566,12.2583,3.7153,3.7618
ENSG00000179841.8,AKAP5,protein_coding,104,58,46,0.9132,0.2768,0.2802
ENSG00000179846.10,NKPD1,protein_coding,21,12,9,0.2778,0.0842,0.0852
ENSG00000179862.7,CITED4,protein_coding,222,124,98,11.1778,3.3878,3.4302
ENSG00000179869.15,ABCA13,protein_coding,11,6,5,0.038,0.0115,0.0117
ENSG00000179873.14,NLRP11,protein_coding,17,7,10,0.26,0.0788,0.0798
ENSG00000179886.6,TIGD5,protein_coding,1917,1214,1225,23.4416,7.1048,7.1936
ENSG00000179889.19,PDXDC1,protein_coding,10970,5842,5732,76.8941,23.3054,23.5969
ENSG00000179909.15,ZNF154,protein_coding,57,22,36,0.6581,0.1995,0.202
ENSG00000179912.20,R3HDM2,protein_coding,2182,1128,1054,24.3813,7.3896,7.482
ENSG00000179913.11,B3GNT3,protein_coding,12315,6208,6107,293.3508,88.9099,90.0221
ENSG00000179914.5,ITLN1,protein_coding,59,29,30,2.6083,0.7905,0.8004
ENSG00000179915.24,NRXN1,protein_coding,6,6,0,0.0149,0.0045,0.0046
ENSG00000179918.19,SEPHS2,protein_coding,7544,3780,3765,221.7454,67.2075,68.0482
ENSG00000179919.3,OR10A7,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179921.15,GPBAR1,protein_coding,31,17,14,0.759,0.23,0.2329
ENSG00000179922.6,ZNF784,protein_coding,255,134,121,8.3101,2.5187,2.5502
ENSG00000179930.6,ZNF648,protein_coding,1,1,0,0.0181,0.0055,0.0055
ENSG00000179934.7,CCR8,protein_coding,16,6,10,0.7112,0.2155,0.2182
ENSG00000179938.12,GOLGA8J,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000179943.8,FIZ1,protein_coding,714,411,433,6.941,2.1037,2.13
ENSG00000179950.14,PUF60,protein_coding,16451,8102,8352,220.6825,66.8853,67.722
ENSG00000179954.16,SSC5D,protein_coding,250,118,132,2.2542,0.6832,0.6918
ENSG00000179958.10,DCTPP1,protein_coding,3384,2585,2671,142.7149,43.2546,43.7957
ENSG00000179965.12,ZNF771,protein_coding,243,1089,1025,2.9,0.8789,0.8899
ENSG00000179981.11,TSHZ1,protein_coding,2014,966,1048,15.508,4.7002,4.759
ENSG00000180008.9,SOCS4,protein_coding,1269,641,628,11.8828,3.6015,3.6465
ENSG00000180011.7,ZADH2,protein_coding,1579,818,761,13.1121,3.9741,4.0238
ENSG00000180016.2,OR1E1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180035.13,ZNF48,protein_coding,1138,641,637,20.1454,6.1057,6.1821
ENSG00000180061.10,TMEM150B,protein_coding,1207,573,637,46.4486,14.0778,14.2539
ENSG00000180071.20,ANKRD18A,protein_coding,187,100,88,2.3543,0.7136,0.7225
ENSG00000180083.11,WFDC11,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180089.6,TMEM86B,protein_coding,28,20,8,0.8602,0.2607,0.264
ENSG00000180090.5,OR3A1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180096.12,SEPTIN1,protein_coding,295,221,214,4.6142,1.3985,1.416
ENSG00000180098.9,TRNAU1AP,protein_coding,588,316,274,8.9965,2.7267,2.7608
ENSG00000180104.16,EXOC3,protein_coding,5127,4062,3949,41.4174,12.553,12.71
ENSG00000180113.16,TDRD6,protein_coding,24,14,12,0.1751,0.0531,0.0537
ENSG00000180138.7,CSNK1A1L,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180155.20,LYNX1,protein_coding,115,57,58,1.5104,0.4578,0.4635
ENSG00000180176.15,TH,protein_coding,23,11,12,0.4769,0.1445,0.1464
ENSG00000180198.16,RCC1,protein_coding,4296,2164,2132,72.8809,22.089,22.3653
ENSG00000180205.4,WFDC9,protein_coding,5,3,2,0.4886,0.1481,0.1499
ENSG00000180209.12,MYLPF,protein_coding,15,8,8,0.9044,0.2741,0.2775
ENSG00000180210.15,F2,protein_coding,2,0,2,0.0521,0.0158,0.016
ENSG00000180219.2,FAM71C,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180228.14,PRKRA,protein_coding,912,1016,970,4.9876,1.5116,1.5306
ENSG00000180233.11,ZNRF2,protein_coding,923,457,466,17.8902,5.4222,5.4901
ENSG00000180245.7,RRH,protein_coding,14,6,8,0.129,0.0391,0.0396
ENSG00000180251.5,SLC9A4,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180257.14,ZNF816,protein_coding,437,210,228,8.7082,2.6393,2.6723
ENSG00000180259.10,PRNT,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000180263.14,FGD6,protein_coding,400,209,191,2.6268,0.7961,0.8061
ENSG00000180264.11,ADGRD2,protein_coding,8,3,5,0.095,0.0288,0.0292
ENSG00000180269.8,GPR139,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180287.17,PLD5,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180304.14,OAZ2,protein_coding,1493,759,748,12.8376,3.8909,3.9395
ENSG00000180316.12,PNPLA1,protein_coding,13,9,4,0.2826,0.0857,0.0867
ENSG00000180318.4,ALX1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180329.14,CCDC43,protein_coding,827,708,680,19.1062,5.7908,5.8632
ENSG00000180332.6,KCTD4,protein_coding,1,0,1,0.0354,0.0107,0.0109
ENSG00000180340.7,FZD2,protein_coding,89,46,44,1.5534,0.4708,0.4767
ENSG00000180346.4,TIGD2,protein_coding,453,216,237,9.3784,2.8424,2.878
ENSG00000180347.13,ITPRID1,protein_coding,10,5,5,0.091,0.0276,0.0279
ENSG00000180353.11,HCLS1,protein_coding,876,466,410,11.345,3.4385,3.4815
ENSG00000180357.9,ZNF609,protein_coding,1125,564,561,6.1265,1.8568,1.8801
ENSG00000180370.10,PAK2,protein_coding,4620,2423,2198,48.6016,14.7304,14.9146
ENSG00000180376.17,CCDC66,protein_coding,623,410,406,4.4252,1.3412,1.358
ENSG00000180383.3,DEFB124,protein_coding,0,10,8,0.0,0.0,0.0
ENSG00000180398.13,MCFD2,protein_coding,3277,1810,1778,36.3764,11.0251,11.163
ENSG00000180424.7,DEFB123,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180432.6,CYP8B1,protein_coding,6,2,4,0.0948,0.0287,0.0291
ENSG00000180433.5,OR6K6,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180447.7,GAS1,protein_coding,248,132,116,5.2012,1.5764,1.5961
ENSG00000180448.10,ARHGAP45,protein_coding,6298,3371,3381,66.5937,20.1835,20.4359
ENSG00000180475.4,OR10Q1,protein_coding,1,1,0,0.0636,0.0193,0.0195
ENSG00000180479.14,ZNF571,protein_coding,88,58,45,0.935,0.2834,0.2869
ENSG00000180481.11,GLIPR1L2,protein_coding,54,17,37,0.9445,0.2863,0.2899
ENSG00000180483.7,DEFB119,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180488.15,MIGA1,protein_coding,766,378,388,4.9886,1.512,1.5309
ENSG00000180509.12,KCNE1,protein_coding,2,0,2,0.0234,0.0071,0.0072
ENSG00000180530.11,NRIP1,protein_coding,2542,1828,1720,19.7327,5.9807,6.0555
ENSG00000180532.10,ZSCAN4,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180535.4,BHLHA15,protein_coding,283,253,263,5.7189,1.7333,1.755
ENSG00000180537.13,RNF182,protein_coding,5,2,3,0.0805,0.0244,0.0247
ENSG00000180543.5,TSPYL5,protein_coding,102,55,47,1.5149,0.4592,0.4649
ENSG00000180549.8,FUT7,protein_coding,66,31,35,2.6193,0.7939,0.8038
ENSG00000180573.9,H2AC6,protein_coding,3015,1505,1510,119.2249,36.1352,36.5872
ENSG00000180574.3,EIF2S3B,protein_coding,16,7,9,0.4356,0.132,0.1337
ENSG00000180596.7,H2BC4,protein_coding,29,12,17,2.2935,0.6951,0.7038
ENSG00000180613.11,GSX2,protein_coding,1,0,1,0.0369,0.0112,0.0113
ENSG00000180616.9,SSTR2,protein_coding,36,18,18,0.3023,0.0916,0.0928
ENSG00000180626.10,ZNF594,protein_coding,142,73,69,1.7672,0.5356,0.5423
ENSG00000180628.15,PCGF5,protein_coding,3777,1913,1864,29.9721,9.0841,9.1977
ENSG00000180638.19,SLC47A2,protein_coding,16,11,5,0.1577,0.0478,0.0484
ENSG00000180644.8,PRF1,protein_coding,673,359,316,17.6293,5.3432,5.41
ENSG00000180658.4,OR2A4,protein_coding,1,1,0,0.0375,0.0114,0.0115
ENSG00000180660.8,MAB21L1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180663.5,VN1R3,unitary_pseudogene,0,0,0,0.0,0.0,0.0
ENSG00000180667.10,YOD1,protein_coding,460,245,249,4.6529,1.4102,1.4278
ENSG00000180694.14,TMEM64,protein_coding,1873,970,903,21.0463,6.3788,6.4586
ENSG00000180708.6,OR10K2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180720.7,CHRM4,protein_coding,2,2,0,0.0873,0.0265,0.0268
ENSG00000180739.14,S1PR5,protein_coding,15,10,6,0.353,0.107,0.1083
ENSG00000180745.5,CLRN3,protein_coding,2830,1432,1398,162.8837,49.3674,49.985
ENSG00000180758.12,GPR157,protein_coding,2996,1548,1450,37.2575,11.2922,11.4334
ENSG00000180767.10,CHST13,protein_coding,58,22,36,1.9956,0.6048,0.6124
ENSG00000180772.7,AGTR2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180773.15,SLC36A4,protein_coding,325,157,168,2.2079,0.6692,0.6776
ENSG00000180776.16,ZDHHC20,protein_coding,5565,2794,2771,65.8291,19.9518,20.2013
ENSG00000180777.14,ANKRD30B,protein_coding,1,1,0,0.0106,0.0032,0.0033
ENSG00000180785.10,OR51E1,protein_coding,61,28,33,1.1139,0.3376,0.3418
ENSG00000180787.6,ZFP3,protein_coding,283,131,152,3.743,1.1345,1.1486
ENSG00000180801.14,ARSJ,protein_coding,845,425,420,10.8309,3.2827,3.3237
ENSG00000180806.5,HOXC9,protein_coding,4,2,3,0.1584,0.048,0.0486
ENSG00000180815.14,MAP3K15,protein_coding,4,322,302,0.0473,0.0143,0.0145
ENSG00000180817.12,PPA1,protein_coding,16981,8529,8452,216.8126,65.7124,66.5344
ENSG00000180818.5,HOXC10,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180828.3,BHLHE22,protein_coding,36,18,22,0.7277,0.2206,0.2233
ENSG00000180834.8,MAP6D1,protein_coding,2,1,2,0.0559,0.0169,0.0171
ENSG00000180855.16,ZNF443,protein_coding,526,259,267,13.0284,3.9487,3.9981
ENSG00000180871.8,CXCR2,protein_coding,16,10,6,0.3284,0.0995,0.1008
ENSG00000180872.7,DEFB112,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180875.5,GREM2,protein_coding,21,9,12,0.3317,0.1005,0.1018
ENSG00000180879.14,SSR4,protein_coding,9822,5042,5089,141.9483,43.0222,43.5604
ENSG00000180881.19,CAPS2,protein_coding,134,73,61,1.3214,0.4005,0.4055
ENSG00000180884.10,ZNF792,protein_coding,804,393,411,12.0143,3.6414,3.6869
ENSG00000180891.13,CUEDC1,protein_coding,2395,1203,1192,27.8808,8.4502,8.5559
ENSG00000180900.20,SCRIB,protein_coding,16312,8219,8095,163.3658,49.5136,50.1329
ENSG00000180901.11,KCTD2,protein_coding,2199,2272,2289,27.4757,8.3275,8.4316
ENSG00000180902.18,D2HGDH,protein_coding,2423,1414,1423,30.407,9.2159,9.3312
ENSG00000180910.8,TTTY11,transcribed_unprocessed_pseudogene,0,0,0,0.0,0.0,0.0
ENSG00000180914.10,OXTR,protein_coding,59,37,24,0.8621,0.2613,0.2646
ENSG00000180917.18,CMTR2,protein_coding,1494,767,758,12.997,3.9392,3.9885
ENSG00000180919.3,OR56B4,protein_coding,3,2,4,0.1718,0.0521,0.0527
ENSG00000180921.7,FAM83H,protein_coding,15890,7958,7934,168.5036,51.0707,51.7096
ENSG00000180929.6,GPR62,protein_coding,0,7,13,0.0,0.0,0.0
ENSG00000180934.7,OR56A1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180938.6,ZNF572,protein_coding,405,206,199,8.1493,2.4699,2.5008
ENSG00000180953.11,ST20,protein_coding,11,10,1,0.4495,0.1362,0.138
ENSG00000180957.18,PITPNB,protein_coding,4136,2117,2022,53.1892,16.1208,16.3225
ENSG00000180964.17,TCEAL8,protein_coding,1270,666,604,69.1728,20.9652,21.2274
ENSG00000180974.4,OR52E4,protein_coding,0,0,1,0.0,0.0,0.0
ENSG00000180979.10,LRRC57,protein_coding,629,332,297,5.1132,1.5497,1.5691
ENSG00000180988.2,OR52N2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000180992.7,MRPL14,protein_coding,2753,1396,1357,189.7449,57.5086,58.228
ENSG00000180998.12,GPR137C,protein_coding,23,8,15,0.2332,0.0707,0.0716
ENSG00000181001.3,OR52N1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181007.9,ZFP82,protein_coding,27,14,13,0.1933,0.0586,0.0593
ENSG00000181009.5,OR52N5,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181019.13,NQO1,protein_coding,1906,1134,1126,42.3152,12.825,12.9855
ENSG00000181023.8,OR56B1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181026.15,AEN,protein_coding,858,437,421,9.4701,2.8702,2.9061
ENSG00000181027.11,FKRP,protein_coding,374,578,569,4.7706,1.4459,1.464
ENSG00000181029.9,TRAPPC5,protein_coding,19,7,12,0.2207,0.0669,0.0677
ENSG00000181031.16,RPH3AL,protein_coding,664,371,380,7.2201,2.1883,2.2157
ENSG00000181035.14,SLC25A42,protein_coding,1074,544,530,15.1822,4.6015,4.659
ENSG00000181036.14,FCRL6,protein_coding,44,18,26,1.0841,0.3286,0.3327
ENSG00000181045.15,SLC26A11,protein_coding,791,421,381,10.6412,3.2252,3.2655
ENSG00000181061.14,HIGD1A,protein_coding,3139,1578,1561,68.4676,20.7514,21.011
ENSG00000181072.11,CHRM2,protein_coding,67,35,32,0.531,0.1609,0.163
ENSG00000181074.4,OR52N4,protein_coding,1,1,0,0.0517,0.0157,0.0159
ENSG00000181085.15,MAPK15,protein_coding,204,122,124,4.5229,1.3708,1.388
ENSG00000181090.21,EHMT1,protein_coding,3775,2075,2146,11.2221,3.4012,3.4438
ENSG00000181092.10,ADIPOQ,protein_coding,7,8,4,0.1004,0.0304,0.0308
ENSG00000181104.7,F2R,protein_coding,949,472,480,15.7591,4.7763,4.8361
ENSG00000181135.16,ZNF707,protein_coding,1809,934,875,18.8589,5.7158,5.7873
ENSG00000181143.15,MUC16,protein_coding,5,4,4,0.0075,0.0023,0.0023
ENSG00000181163.14,NPM1,protein_coding,59187,30181,29006,469.7305,142.3678,144.1486
ENSG00000181191.12,PJA1,protein_coding,1106,547,559,25.6418,7.7716,7.8688
ENSG00000181192.12,DHTKD1,protein_coding,2090,1045,1045,26.0349,7.8908,7.9895
ENSG00000181195.11,PENK,protein_coding,4,5,3,0.0778,0.0236,0.0239
ENSG00000181218.5,H2AW,protein_coding,695,341,354,51.2198,15.5239,15.7181
ENSG00000181220.17,ZNF746,protein_coding,1734,865,869,13.611,4.1253,4.1769
ENSG00000181222.19,POLR2A,protein_coding,5988,2944,3046,47.2728,14.3276,14.5068
ENSG00000181234.9,TMEM132C,protein_coding,8,8,0,0.1067,0.0323,0.0327
ENSG00000181240.14,SLC25A41,protein_coding,36,17,19,1.44,0.4364,0.4419
ENSG00000181264.9,TLCD5,protein_coding,150,76,74,2.2982,0.6966,0.7053
ENSG00000181273.2,OR5AK2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181274.7,FRAT2,protein_coding,2464,1255,1258,72.7826,22.0592,22.3352
ENSG00000181284.3,TMEM102,protein_coding,278,220,236,8.5806,2.6006,2.6332
ENSG00000181291.8,TMEM132E,protein_coding,7,4,3,0.0755,0.0229,0.0232
ENSG00000181322.15,NME9,protein_coding,17,4,13,0.2722,0.0825,0.0835
ENSG00000181333.12,HEPHL1,protein_coding,70,26,44,0.7948,0.2409,0.2439
ENSG00000181371.4,OR5M8,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181374.8,CCL13,protein_coding,49,33,16,3.9271,1.1902,1.2051
ENSG00000181378.14,CFAP65,protein_coding,63,32,41,0.395,0.1197,0.1212
ENSG00000181381.14,DDX60L,protein_coding,654,340,314,3.5498,1.0759,1.0894
ENSG00000181404.17,WASHC1,protein_coding,300,148,152,8.5439,2.5895,2.6219
ENSG00000181408.4,UTS2R,protein_coding,1,0,2,0.0303,0.0092,0.0093
ENSG00000181409.14,AATK,protein_coding,250,604,611,1.2514,0.3793,0.384
ENSG00000181418.8,DDN,protein_coding,295,181,187,5.1004,1.5458,1.5652
ENSG00000181433.9,SAGE1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181444.13,ZNF467,protein_coding,78,49,29,1.8096,0.5485,0.5553
ENSG00000181449.4,SOX2,protein_coding,3,0,3,0.0788,0.0239,0.0242
ENSG00000181450.18,ZNF678,protein_coding,234,117,117,1.7313,0.5247,0.5313
ENSG00000181458.10,TMEM45A,protein_coding,135,69,66,1.4828,0.4494,0.455
ENSG00000181467.5,RAP2B,protein_coding,1208,608,600,9.4833,2.8742,2.9102
ENSG00000181472.5,ZBTB2,protein_coding,1147,580,567,24.3813,7.3896,7.482
ENSG00000181481.14,RNF135,protein_coding,1717,910,807,50.4239,15.2827,15.4738
ENSG00000181499.2,OR6T1,protein_coding,1,1,0,0.0606,0.0184,0.0186
ENSG00000181513.15,ACBD4,protein_coding,948,497,451,16.5597,5.019,5.0818
ENSG00000181518.4,OR8D4,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181523.13,SGSH,protein_coding,3069,1636,1506,30.3902,9.2108,9.326
ENSG00000181541.6,MAB21L2,protein_coding,61,94,102,1.5822,0.4795,0.4855
ENSG00000181544.15,FANCB,protein_coding,55,26,29,1.0097,0.306,0.3098
ENSG00000181552.4,EDDM3B,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181555.21,SETD2,protein_coding,4342,2144,2198,27.9546,8.4726,8.5786
ENSG00000181562.5,EDDM3A,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181585.7,TMIE,protein_coding,10,4,6,0.3055,0.0926,0.0938
ENSG00000181588.16,MEX3D,protein_coding,1417,686,731,32.7945,9.9395,10.0638
ENSG00000181609.5,OR52D1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181610.13,MRPS23,protein_coding,2778,1384,1394,28.7247,8.706,8.8149
ENSG00000181616.9,OR52H1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181619.11,GPR135,protein_coding,35,18,17,0.4638,0.1406,0.1423
ENSG00000181625.17,SLX1B,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000181626.12,ANKRD62,protein_coding,1,1,0,0.0136,0.0041,0.0042
ENSG00000181631.7,P2RY13,protein_coding,44,23,21,1.0496,0.3181,0.3221
ENSG00000181634.8,TNFSF15,protein_coding,1247,621,626,10.5653,3.2022,3.2422
ENSG00000181638.20,ZFP41,protein_coding,1729,876,854,16.5041,5.0021,5.0647
